episode,step,t,target_x,target_y,target_z,q1,q2,q3,q4,q5_claw,ee_x,ee_y,ee_z
0,105,1.05,0.001239863654,-0.3064890104,0.3177311151,-0.5105758905,-0.2689293325,0.3627204001,0.3725156486,4.494163193e-07,0.2807926834,-0.1572761387,0.2923372686
0,106,1.06,0.001239863654,-0.3064890104,0.3177311151,-0.5202673078,-0.2739970088,0.3693661392,0.3792237639,4.195101155e-07,0.2794295549,-0.1600897312,0.2930948138
0,107,1.07,0.001239863654,-0.3064890104,0.3177311151,-0.5299990773,-0.2790909708,0.3760409355,0.3859598339,3.892272673e-07,0.2780255377,-0.1628994048,0.2938474715
0,108,1.08,0.001239863654,-0.3064890104,0.3177311151,-0.5397693515,-0.2842110991,0.3827437162,0.3927226663,3.585689683e-07,0.2765807807,-0.1657039523,0.2945949137
0,109,1.09,0.001239863654,-0.3064890104,0.3177311151,-0.5495765209,-0.2893589735,0.3894733489,0.3995111585,3.275503104e-07,0.2750959694,-0.1685025245,0.29533571
0,110,1.1,0.001239863654,-0.3064890104,0.3177311151,-0.5594188571,-0.2945352793,0.3962287009,0.4063241482,2.961953101e-07,0.2735714018,-0.1712940633,0.2960692942
0,111,1.11,0.001239863654,-0.3064890104,0.3177311151,-0.5692946911,-0.2997406125,0.40300861,0.4131604731,2.645257382e-07,0.2720074654,-0.1740775704,0.2967949808
0,112,1.12,0.001239863654,-0.3064890104,0.3177311151,-0.5792022943,-0.3049747348,0.409811914,0.4200189114,2.325600263e-07,0.2704044282,-0.1768521667,0.297512114
0,113,1.13,0.001239863654,-0.3064890104,0.3177311151,-0.5891399384,-0.3102370501,0.4166374207,0.4268983603,2.003095858e-07,0.2687624395,-0.1796166748,0.2982206047
0,114,1.14,0.001239863654,-0.3064890104,0.3177311151,-0.5991059542,-0.3155273497,0.423483938,0.4337975383,1.677873911e-07,0.2670820355,-0.1823702008,0.2989197671
0,115,1.15,0.001239863654,-0.3064890104,0.3177311151,-0.6090986729,-0.320844233,0.4303501844,0.440715313,1.349968954e-07,0.265363127,-0.1851115376,0.2996097207
0,116,1.16,0.001239863654,-0.3064890104,0.3177311151,-0.6191163659,-0.3261858523,0.4372350276,0.4476504922,1.019309721e-07,0.2636063695,-0.1878394336,0.3002902567
0,117,1.17,0.001239863654,-0.3064890104,0.3177311151,-0.6291572452,-0.3315501809,0.4441372752,0.4546018839,6.85798156e-08,0.2618114054,-0.1905528307,0.3009617925
0,118,1.18,0.001239863654,-0.3064890104,0.3177311151,-0.6392196417,-0.3369353414,0.4510557055,0.461568296,3.493313727e-08,0.2599788308,-0.1932504624,0.3016241789
0,119,1.19,0.001239863654,-0.3064890104,0.3177311151,-0.649301827,-0.3423393965,0.457989186,0.4685485065,9.811753632e-10,0.2581087649,-0.1959311962,0.3022776246
0,120,1.2,0.001239863654,-0.3064890104,0.3177311151,-0.6594020724,-0.3477605283,0.4649364948,0.4755413532,3.32514567e-08,0.2562015653,-0.1985939294,0.3029220998
0,121,1.21,0.001239863654,-0.3064890104,0.3177311151,-0.66951859,-0.353197068,0.4718964994,0.4825456142,6.777473516e-08,0.2542575896,-0.2012372613,0.3035579622
0,122,1.22,0.001239863654,-0.3064890104,0.3177311151,-0.6796497107,-0.3586473465,0.4788679779,0.4895600975,1.025955711e-07,0.2522771358,-0.2038604468,0.304185003
0,123,1.23,0.001239863654,-0.3064890104,0.3177311151,-0.6897936463,-0.3641097844,0.4858497977,0.4965836406,1.377160999e-07,0.2502608001,-0.2064622939,0.3048032522
0,124,1.24,0.001239863654,-0.3064890104,0.3177311151,-0.6999487281,-0.3695828617,0.4928407073,0.5036150217,1.730990391e-07,0.2482089102,-0.2090416998,0.3054128289
0,125,1.25,0.001239863654,-0.3064890104,0.3177311151,-0.7101131678,-0.3750651181,0.4998395741,0.510653019,2.087417386e-07,0.2461222708,-0.2115975022,0.3060137033
0,126,1.26,0.001239863654,-0.3064890104,0.3177311151,-0.7202852368,-0.3805551827,0.5068451762,0.5176964998,2.446563485e-07,0.2440014035,-0.2141287327,0.3066057563
0,127,1.27,0.001239863654,-0.3064890104,0.3177311151,-0.7304631472,-0.3860517144,0.5138562322,0.524744153,2.808430679e-07,0.2418469191,-0.2166346312,0.3071887493
0,128,1.28,0.001239863654,-0.3064890104,0.3177311151,-0.7406451702,-0.3915534019,0.5208716393,0.5317948461,3.172954166e-07,0.2396593094,-0.2191140354,0.3077630997
0,129,1.29,0.001239863654,-0.3064890104,0.3177311151,-0.7508295774,-0.3970589638,0.5278902054,0.5388473272,3.54004527e-07,0.2374394834,-0.2215659171,0.3083285987
0,130,1.3,0.001239863654,-0.3064890104,0.3177311151,-0.7610146999,-0.402567178,0.5349107385,0.5459004045,3.909581494e-07,0.2351881862,-0.2239895016,0.3088851273
0,131,1.31,0.001239863654,-0.3064890104,0.3177311151,-0.7711986899,-0.4080768526,0.5419319868,0.5529529452,4.281466772e-07,0.2329061478,-0.2263838053,0.3094326854
0,132,1.32,0.001239863654,-0.3064890104,0.3177311151,-0.7813797593,-0.4135867655,0.5489527583,0.5600035787,4.655540238e-07,0.230594039,-0.2287481874,0.3099712133
0,133,1.33,0.001239863654,-0.3064890104,0.3177311151,-0.7915562987,-0.4190957844,0.5559718609,0.5670512319,5.031644719e-07,0.2282528579,-0.2310815454,0.3105006814
0,134,1.34,0.001239863654,-0.3064890104,0.3177311151,-0.8017264605,-0.4246028066,0.5629881024,0.5740947127,5.409650612e-07,0.2258835286,-0.2333833277,0.3110207617
0,135,1.35,0.001239863654,-0.3064890104,0.3177311151,-0.8118885756,-0.4301066697,0.5700002909,0.5811326504,5.789415241e-07,0.2234869748,-0.2356524467,0.3115317523
0,136,1.36,0.001239863654,-0.3064890104,0.3177311151,-0.8220407963,-0.4356063306,0.5770071149,0.5881639123,6.170019446e-07,0.2210639417,-0.2378885746,0.312033385
0,137,1.37,0.001239863654,-0.3064890104,0.3177311151,-0.8321814537,-0.4411007464,0.5840075612,0.595187366,6.551614433e-07,0.2186154276,-0.2400908023,0.3125257194
0,138,1.38,0.001239863654,-0.3064890104,0.3177311151,-0.8423088789,-0.4465888143,0.5910003185,0.6022017598,6.934313888e-07,0.2161424011,-0.2422585636,0.3130086064
0,139,1.39,0.001239863654,-0.3064890104,0.3177311151,-0.8524212241,-0.4520694911,0.5979841948,0.6092059612,7.318111557e-07,0.2136459351,-0.2443910539,0.3134821355
0,140,1.4,0.001239863654,-0.3064890104,0.3177311151,-0.8625168204,-0.4575417638,0.6049579978,0.6161986589,7.702865901e-07,0.2111270726,-0.2464877963,0.3139460385
0,141,1.41,0.001239863654,-0.3064890104,0.3177311151,-0.8725938797,-0.4630045593,0.6119205356,0.6231787205,8.088396157e-07,0.208586812,-0.2485481799,0.3144004047
0,142,1.42,0.001239863654,-0.3064890104,0.3177311151,-0.8826506734,-0.4684568942,0.618870616,0.6301449537,8.474568176e-07,0.2060259879,-0.2505717874,0.3148453236
0,143,1.43,0.001239863654,-0.3064890104,0.3177311151,-0.8926855326,-0.4738977849,0.6258071065,0.6370961666,8.861138667e-07,0.2034458965,-0.2525579929,0.3152806759
0,144,1.44,0.001239863654,-0.3064890104,0.3177311151,-0.9026967287,-0.4793262184,0.6327287555,0.6440311074,9.247992239e-07,0.2008477896,-0.2545064092,0.3157062232
0,145,1.45,0.001239863654,-0.3064890104,0.3177311151,-0.9126825333,-0.4847412407,0.6396343112,0.6509486437,9.634972002e-07,0.1982325315,-0.256416589,0.3161221147
0,146,1.46,0.001239863654,-0.3064890104,0.3177311151,-0.9226412177,-0.4901418686,0.6465227604,0.6578475237,1.00218665e-06,0.1956011206,-0.2582883239,0.3165282905
0,147,1.47,0.001239863654,-0.3064890104,0.3177311151,-0.9325711131,-0.4955271184,0.6533927917,0.6647266746,1.040854386e-06,0.1929549575,-0.2601210177,0.316924721
0,148,1.48,0.001239863654,-0.3064890104,0.3177311151,-0.9424704313,-0.5008960366,0.6602433324,0.671584785,1.079480739e-06,0.1902950257,-0.2619145513,0.3173114061
0,149,1.49,0.001239863654,-0.3064890104,0.3177311151,-0.9523375034,-0.5062476397,0.667073071,0.6784208417,1.118042405e-06,0.187622577,-0.2636685073,0.3176883459
0,150,1.5,0.001239863654,-0.3064890104,0.3177311151,-0.9621707201,-0.5115810633,0.6738809347,0.685233593,1.156526764e-06,0.184938699,-0.2653826177,0.3180556893
